seed,K,split,accuracy,precision,recall,f1,auc
42,1,train,0.9091629737163814,0.3459305509913463,0.47148402508211407,0.39906488911354016,0.7446172331713905
42,1,val,0.907747105966162,0.4111198120595145,0.6489493201483313,0.5033557046979866,0.8478362543827009
42,1,test,0.882666492613624,0.3058770138416156,0.3661053775122216,0.3332921251081716,0.6663038177067346
42,3,train,0.9379966381418093,0.6728187919463087,0.059868617497760526,0.10995338634494105,0.645353258882079
42,3,val,0.9365093499554764,0.8116883116883117,0.15451174289245984,0.25960539979231567,0.6649872268711
42,3,test,0.9226334225355177,0.815,0.044269418794133625,0.08397733127253992,0.6180001493075716
42,5,train,0.06397081295843521,0.06397081295843521,1.0,0.12024918762679306,0.4992790209607279
42,5,val,0.07203918076580587,0.07203918076580587,1.0,0.13439654456350195,0.49938195302843014
42,5,test,0.08108696125144138,0.08011326508385973,0.9989136338946225,0.14833037586707534,0.49978835247034076
42,7,train,0.6422868276283619,0.1359375,0.857270827112571,0.2346642690751563,0.7465987001776913
42,7,val,0.3968833481745325,0.09908577574616832,0.9110012360939431,0.17873165999757487,0.6382038075868721
42,7,test,0.5289036833975154,0.121168683334036,0.7805540467137425,0.2097733659355498,0.6469928546781645
