seed,K,split,accuracy,precision,recall,f1,auc
42,1,train,0.2824820446210269,0.052441560819914454,0.5985368766796059,0.09643394070599555,0.425908024034482
42,1,val,0.4982190560997329,0.0862482853223594,0.6217552533992583,0.15148321035988557,0.6250382980358786
42,1,test,0.3759763287861976,0.07727426445722016,0.6205866376969038,0.13743534223505352,0.49536193282055996
42,3,train,0.9359718826405868,0.0,0.0,0.0,0.6221674134161119
42,3,val,0.9280498664292075,1.0,0.0012360939431396785,0.0024691358024691358,0.6973836584845968
42,3,test,0.9199791136348803,0.7,0.0019011406844106464,0.003791982665222102,0.5509397396978833
42,5,train,0.722885467603912,0.08917197452229299,0.3616004777545536,0.14306388257184205,0.6136990423015216
42,5,val,0.5040961709706144,0.046147978642257816,0.29913473423980225,0.07996035023955064,0.39805813093248876
42,5,test,0.6312903857450558,0.08445586116158135,0.3661053775122216,0.13724991090973884,0.5347055025056038
42,7,train,0.9357331143031785,0.28169014084507044,0.002985965959988056,0.005909292362239622,0.6237498007979926
42,7,val,0.9280498664292075,0.6,0.003708281829419036,0.007371007371007371,0.7026396969416966
42,7,test,0.9180427735352349,0.17054263565891473,0.005975013579576317,0.011545526108632905,0.5496771194856646
123,1,train,0.9358572738386308,0.09090909090909091,0.00029859659599880563,0.0005952380952380953,0.6272540080741793
123,1,val,0.9279608192341942,0.0,0.0,0.0,0.7016180008300724
123,1,test,0.9196745208102169,0.14285714285714285,0.0005431830526887561,0.0010822510822510823,0.548941777768077
123,3,train,0.5783637683374083,0.12539761928578574,0.9358017318602568,0.22115978335656195,0.7382702457562165
123,3,val,0.33535173642030275,0.09326488204375993,0.9431396786155748,0.16974416017797553,0.5581673475008684
123,3,test,0.41603028522942365,0.11149136050998154,0.9024986420423683,0.19846507599964167,0.6340879052632024
123,5,train,0.10676764975550122,0.062412434105089155,0.9244550612123021,0.11693057247259439,0.4425384089164942
123,5,val,0.09011576135351737,0.052591535901093674,0.6835599505562423,0.09766866831508302,0.26824982216545007
123,5,test,0.11498379131040184,0.07842198824012034,0.9345464421510049,0.14470142977291842,0.4606167042490003
123,7,train,0.9356280562347188,0.0,0.0,0.0,0.6040040634802605
123,7,val,0.9279608192341942,0.0,0.0,0.0,0.6825290617298506
123,7,test,0.918303853099232,0.0379746835443038,0.0008147745790331341,0.0015953203935123637,0.540756698661336
456,1,train,0.9218654492665037,0.0339409176618479,0.008062108091967751,0.013029315960912053,0.6008972304283696
456,1,val,0.9144256455921639,0.1724137931034483,0.049443757725587144,0.07684918347742556,0.688455575286614
456,1,test,0.8994408546004394,0.0855379188712522,0.026344378055404672,0.04028239202657807,0.5454470947915901
456,3,train,0.42080531784841074,0.022500354057498936,0.18975813675724096,0.04023043079163106,0.32096771340444863
456,3,val,0.7433659839715049,0.054576708207993124,0.15698393077873918,0.08099489795918367,0.6105122666992782
456,3,test,0.6483040706655353,0.06307315365768289,0.24470396523628463,0.10029498525073746,0.4926493095950823
456,5,train,0.06397081295843521,0.06397081295843521,1.0,0.12024918762679306,0.5
456,5,val,0.07203918076580587,0.07203918076580587,1.0,0.13439654456350195,0.5
456,5,test,0.08010791288645215,0.08010791288645215,1.0,0.14833316547487158,0.5
456,7,train,0.9322566473105135,0.30991337824831566,0.0480740519558077,0.0832363965361251,0.6240415270460129
456,7,val,0.926179875333927,0.4074074074074074,0.054388133498145856,0.09596510359869138,0.7076010347556974
456,7,test,0.9112547048713096,0.19032761310452417,0.033134166214014125,0.056442285449919034,0.5353575283628181
